BOROUGH,DISTRICT,SCHOOL ID,SCHOOL NAME
K,14,488,BROOKLYN PREPARATORY HIGH SCHOOL
K,14,558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI
K,14,561,WILLIAMSBURG PREPARATORY SCHOOL
K,14,577,CONSELYEA PREPARATORY SCHOOL
K,14,582,M.S. 582
K,14,586,LYONS COMMUNITY SCHOOL
K,14,610,AUTOMOTIVE HIGH SCHOOL
K,14,614,YOUNG WOMENâ€™S LEADERSHIP SCHOOL OF BROOKLYN
K,14,632,FRANCES PERKINS ACADEMY
K,14,685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE
K,15,001,P.S. 001 THE BERGEN
K,15,010,MAGNET SCHOOL OF MATH SCIENCE AND DESIGN
K,15,015,P.S. 015 PATRICK F. DALY
K,15,024,P.S. 024
K,15,027,AGNES Y. HUMPHREY SCHOOL FOR LEADERSHIP
K,15,029,P.S. 029 JOHN M. HARRIGAN
K,15,032,P.S. 032 SAMUELS MILLS SPROLE
K,15,038,P.S. 038 THE PACIFIC
K,15,039,P.S. 039 HENRY BRISTOW
K,15,051,M.S. 51 WILLIAM ALEXANDER
K,15,058,P.S. 058 THE CARROLL
K,15,088,J.H.S. 088 PETER ROUGET
K,15,094,P.S. 094 THE HENRY LONGFELLOW
K,15,107,P.S. 107 JOHN W. KIMBALL
K,15,124,P.S. 124 SILAS B. DUTCHER
K,15,130,P.S. 130 THE PARKSIDE
K,15,131,P.S. 131 BROOKLYN
K,15,136,I.S. 136 CHARLES O. DEWEY
K,15,146,P.S. 146
K,15,154,MAGNET SCHOOL FOR SCIENCE & TECHNOLOGY
K,15,169,P.S. 169 SUNSET PARK
K,15,172,P.S. 172 BEACON SCHOOL OF EXCELLENCE
K,15,230,P.S. 230 DORIS L. COHEN
K,15,261,P.S. 261 PHILIP LIVINGSTON
K,15,295,P.S. 295
K,15,321,P.S. 321 WILLIAM PENN
K,15,429,BROOKLYN SCHOOL FOR GLOBAL STUDIES
K,15,442,NEW HORIZONS SCHOOL
K,15,443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE
K,15,447,THE MATH & SCIENCE EXPLORATORY SCHOOL
K,15,448,BROOKLYN SECONDARY SCHOOL FOR COLLABORAT
K,15,462,SECONDARY SCHOOL FOR LAW
K,15,463,SECONDARY SCHOOL FOR JOURNALISM
K,15,464,SECONDARY SCHOOL FOR RESEARCH
K,15,497,SCHOOL FOR INTERNATIONAL STUDIES
K,15,498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE
K,15,519,COBBLE HILL SCHOOL OF AMERICAN STUDIES
K,15,520,PACIFIC HIGH SCHOOL
K,15,529,WEST BROOKLYN COMMUNITY HIGH SCHOOL
K,15,530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL
K,15,656,BROOKLYN HIGH SCHOOL OF THE ARTS
K,15,667,SUNSET PARK HIGH SCHOOL
K,15,676,RED HOOK NEIGHBORHOOD SCHOOL
K,15,698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL
K,15,821,SUNSET PARK PREP
K,16,005,P.S. 005 DR. RONALD MCNAIR
K,16,021,P.S. 021 CRISPUS ATTUCKS
K,16,025,P.S. 025 EUBIE BLAKE SCHOOL
K,16,026,P.S. 026 JESSE OWENS
K,16,028,P.S. 028 THE WARREN
K,16,035,P.S. 035 STEPHEN DECATUR
K,16,040,P.S. 040 GEORGE W. CARVER
K,16,057,J.H.S. 057 WHITELAW REID
K,16,081,P.S. 081 THADDEUS STEVENS
K,16,243,P.S. 243 WEEKSVILLE
K,16,262,P.S. 262 EL HAJJ MALIK SHABAZZ
K,16,267,M.S. 267 MATH SCIENCE & TECHNOLOGY
K,16,308,P.S. 308 CLARA CARDWELL
K,16,309,P.S. 309 GEORGE E. WIBECAN
K,16,335,P.S. 335 GRANVILLE T. WOODS
K,16,385,SCHOOL OF BUSINESS FINANCE AND ENTREPREN
K,16,393,FREDERICK DOUGLASS ACADEMY IV SECONDARY 
K,16,455,BOYS AND GIRLS HIGH SCHOOL
K,16,534,UPPER SCHOOL @ P.S. 25
K,16,584,M.S. 584
K,16,627,BRIGHTER CHOICE COMMUNITY SCHOOL
K,16,628,BROOKLYN BROWNSTONE SCHOOL
K,16,636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORATION
K,16,688,The Brooklyn Academy of Global Finance
K,17,002,M.S. 002
K,17,006,P.S. 006
K,17,012,P.S. 012
K,17,022,P.S. 022
K,17,061,M.S. 061 GLADSTONE H. ATWELL
K,17,091,P.S. 091 THE ALBANY AVENUE SCHOOL
K,17,092,P.S. 092 ADRIAN HEGEMAN
K,17,138,P.S. 138 BROOKLYN
K,17,161,P.S. 161 THE CROWN
K,17,167,P.S. 167 THE PARKWAY
K,17,181,P.S. 181 BROOKLYN
K,17,189,P.S. 189 LINCOLN TERRACE
K,17,191,P.S. 191 PAUL ROBESON
K,17,221,P.S. 221 TOSSAINT L'OUVERTURE
K,17,241,P.S. 241 EMMA L. JOHNSTON
K,17,246,I.S. 246 WALT WHITMAN
K,17,249,P.S. 249 THE CATON
K,17,289,P.S. 289 GEORGE V. BROWER
K,17,316,P.S. 316 ELIJAH STROUD
K,17,334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX
K,17,340,I.S. 340
K,17,352,EBBETS FIELD MIDDLE SCHOOL
K,17,353,ELIJAH STROUD MIDDLE SCHOOL
K,17,354,THE SCHOOL OF INTEGRATED LEARNING
K,17,375,P.S. 375 JACKIE-ROBINSON SCHOOL
K,17,382,ACADEMY FOR COLLEGE PREPARATION AND CARE
K,17,394,M.S. K394
K,17,397,P.S. 397 FOSTER-LAURIE
K,17,398,P.S. 398 WALTER WEAVER
K,17,399,P.S. 399 STANLEY EUGENE CLARK
K,17,408,ACADEMY OF  HOSPITALITY AND TOURISM
K,17,484,RONALD EDMONDS LEARNING CENTER II
K,17,489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL
K,17,524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS
K,17,528,"HIGH SCHOOL FOR GLOBAL CITIZENSHIP, THE"
K,17,531,SCHOOL FOR HUMAN RIGHTS THE
K,17,533,SCHOOL FOR DEMOCRACY AND  LEADERSHIP
K,17,537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT
K,17,539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS
K,17,543,SCIENCE TECHNOLOGY AND RESEARCH EARLY CO
K,17,544,INTERNATIONAL ARTS BUSINESS SCHOOL
K,17,546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES  OF TOMORRO
K,17,547,BROOKLYN ACADEMY OF SCIENCE AND THE  ENVIRONMENT
K,17,548,BROOKLYN SCHOOL FOR MUSIC & THEATRE
K,17,568,BROWNSVILLE ACADEMY HIGH SCHOOL
K,17,587,MIDDLE SCHOOL FOR THE ARTS
K,17,590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL
K,17,600,CLARA BARTON HIGH SCHOOL
K,17,625,PAUL ROBESON HIGH SCHOOL
K,18,066,P.S. 66
K,18,068,I.S. 068 ISAAC BILDERSEE
K,18,114,P.S. 114 RYDER ELEMENTARY
K,18,115,P.S. 115 DANIEL MUCATEL SCHOOL
K,18,135,P.S. 135 SHELDON A. BROOKNER
K,18,208,P.S. 208 ELSA EBELING
K,18,211,I.S. 211 JOHN WILSON
K,18,219,P.S. 219 KENNEDY-KING
K,18,233,P.S. 233 LANGSTON HUGHES
K,18,235,P.S. 235 LENOX
K,18,244,P.S. 244 RICHARD R. GREEN
K,18,268,P.S. 268 EMMA LAZARUS
K,18,272,P.S. 272 CURTIS ESTABROOK
K,18,276,P.S. 276 LOUIS MARSHALL
K,18,279,P.S. 279 HERMAN SCHREIBER
K,18,285,I.S. 285 MEYER LEVIN
K,18,366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL
K,18,415,SAMUEL J. TILDEN HIGH SCHOOL
K,18,500,CANARSIE HIGH SCHOOL
K,18,515,SOUTH SHORE HIGH SCHOOL
K,18,563,IT TAKES A VILLAGE ACADEMY
K,18,566,BROOKLYN GENERATION SCHOOL
K,18,567,BROOKLYN THEATRE ARTS HIGH SCHOOL
K,18,569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL
K,18,576,VICTORY COLLEGIATE HIGH SCHOOL
K,18,578,BROOKLYN BRIDGE ACADEMY
K,18,581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL
K,18,588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY
K,18,589,ARTS & MEDIA PREPARATORY ACADEMY
K,18,598,MIDDLE SCHOOL OF MARKETING AND LEGAL STU
K,18,617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA
K,18,629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES
K,18,633,HIGH SCHOOL FOR MEDICAL PROFESSIONS
K,18,635,OLYMPUS ACADEMY
K,18,637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT
K,18,642,URBAN ACTION ACADEMY
K,18,673,EAST BROOKLYN COMMUNITY HIGH SCHOOL
K,19,007,P.S. 007 ABRAHAM LINCOLN
K,19,013,P.S. 013 ROBERTO CLEMENTE
K,19,065,P.S. 065 - THE LITTLE RED SCHOOL HOUSE
K,19,072,P.S. 072 ANNETTE P GOLDMAN
K,19,089,P.S. 089 CYPRESS HILLS
K,19,108,P.S. 108 SAL ABBRACCIAMENTO
K,19,149,P.S. 149 DANNY KAYE
K,19,158,P.S. 158 WARWICK
K,19,159,P.S. 159 ISAAC PITKIN
K,19,166,J.H.S. 166 GEORGE GERSHWIN
K,19,171,I.S. 171 ABRAHAM LINCOLN
K,19,174,P.S. 174 DUMONT
K,19,190,P.S. 190 SHEFFIELD
K,19,202,P.S. 202 ERNEST S. JENKYNS
K,19,213,P.S. 213 NEW LOTS
K,19,214,P.S. 214 MICHAEL FRIEDSAM
K,19,218,J.H.S. 218 JAMES P. SINNOTT
K,19,224,P.S. 224 HALE A. WOODRUFF
K,19,260,P.S. 260 BREUCKELEN
K,19,273,P.S. 273 WORTMAN
K,19,290,P.S. 290 JUAN MOREL CAMPOS
K,19,292,J.H.S. 292 MARGARET S. DOUGLAS
K,19,302,J.H.S. 302 RAFAEL CORDERO
K,19,306,P.S. 306 ETHAN ALLEN
K,19,311,ESSENCE SCHOOL
K,19,328,P.S. 328 PHYLLIS WHEATLEY
K,19,345,P.S. 345 PATROLMAN ROBERT BOLDEN
K,19,346,P.S. 346 ABE STARK
K,19,364,I.S. 364 GATEWAY
K,19,409,EAST NEW YORK FAMILY ACADEMY
K,19,420,FRANKLIN K. LANE HIGH SCHOOL
K,19,452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE S
K,19,502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY
K,19,504,HIGH SCHOOL FOR CIVIL RIGHTS
K,19,507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL
K,19,510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO
K,19,583,MULTICULTURAL HIGH SCHOOL
K,19,615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S
K,19,618,ACADEMY OF INNOVATIVE TECHNOLOGY
K,19,639,BROOKLYN LAB SCHOOL
K,19,659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL
K,19,660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH
K,19,677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE
K,19,678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE
K,19,683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS"
K,20,030,I.S. 30 MARY WHITE OVINGTON
K,20,048,P.S. 048 MAPLETON
K,20,062,J.H.S. 062 DITMAS
K,20,069,P.S. 69 VINCENT D. GRIPPO SCHOOL
K,20,102,P.S. 102 THE BAYVIEW
K,20,104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL
K,20,105,P.S. 105 THE BLYTHEBOURNE
K,20,112,P.S. 112 LEFFERTS PARK
K,20,127,P.S. 127 MCKINLEY PARK
K,20,160,P.S. 160 WILLIAM T. SAMPSON
K,20,163,P.S. 163 BATH BEACH
K,20,164,P.S. 164 CAESAR RODNEY
K,20,170,P.S. 170 LEXINGTON
K,20,176,P.S. 176 OVINGTON
K,20,179,P.S. 179 KENSINGTON
K,20,180,P.S. 180 HOMEWOOD
K,20,185,P.S. 185 WALTER KASSENBROCK
K,20,186,P.S. 186 DR. IRVING A GLADSTONE
K,20,187,I.S. 187
K,20,192,P.S. 192 BROOKLYN
K,20,200,P.S. 200 BENSON SCHOOL
K,20,201,J.H.S. 201 THE DYKER HEIGHTS
K,20,204,P.S. 204 VINCE LOMBARDI
K,20,205,P.S. 205 CLARION
K,20,220,J.H.S. 220 JOHN J. PERSHING
K,20,223,J.H.S. 223 THE MONTAUK
K,20,227,J.H.S. 227 EDWARD B. SHALLOW
K,20,229,P.S. 229 DYKER
K,20,247,P.S. 247 BROOKLYN
K,20,259,J.H.S. 259 WILLIAM MCKINLEY
K,20,445,NEW UTRECHT HIGH SCHOOL
K,20,485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL
K,20,490,FORT HAMILTON HIGH SCHOOL
K,20,503,NEW SCHOOL @ K314
K,20,505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL
K,20,506,P.S. 506: SCHOOL OF JOURNALISM & TECHNOL
K,20,609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTI
K,20,682,THE ACADEMY OF TALENTED SCHOLARS
K,20,686,BROOKLYN SCHOOL OF INQUIRY
K,21,090,P.S. 90 EDNA COHEN SCHOOL
K,21,095,P.S. 095 THE GRAVESEND
K,21,096,I.S. 096 SETH LOW
K,21,097,P.S. 97 THE HIGHLAWN
K,21,098,I.S. 98 BAY ACADEMY
K,21,099,P.S. 099 ISAAC ASIMOV
K,21,100,P.S. 100 THE CONEY ISLAND SCHOOL
K,21,101,P.S. 101 THE VERRAZANO
K,21,121,P.S. 121 NELSON A. ROCKEFELLER
K,21,128,P.S. 128 BENSONHURST
K,21,153,P.S. 153 HOMECREST
K,21,177,P.S. 177 THE MARLBORO
K,21,188,P.S. 188 MICHAEL E. BERDY
K,21,199,P.S. 199 FREDERICK WACHTEL
K,21,209,P.S. 209 MARGARET MEAD
K,21,212,P.S. 212 LADY DEBORAH MOODY
K,21,215,P.S.  215  MORRIS H.  WEISS
K,21,216,P.S. 216 ARTURO TOSCANINI
K,21,225,P.S. K225 - THE EILEEN E. ZAGLIN
K,21,226,P.S. 226 ALFRED DE B.MASON
K,21,228,I.S. 228 DAVID A. BOODY
K,21,238,P.S. 238 ANNE SULLIVAN
K,21,239,MARK TWAIN I.S. 239 FOR THE GIFTED & TAL
K,21,253,P.S. 253
K,21,281,I.S. 281 JOSEPH B CAVALLARO
K,21,288,P.S. 288 THE SHIRLEY TANYHILL
K,21,303,I.S. 303 HERBERT S. EISENBERG
K,21,329,P.S. 329 SURFSIDE
K,21,337,INTERNATIONAL HIGH SCHOOL
K,21,344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES
K,21,348,HIGH SCHOOL OF SPORTS MANAGEMENT
K,21,400,LAFAYETTE HIGH SCHOOL
K,21,410,ABRAHAM LINCOLN HIGH SCHOOL
K,21,468,KINGSBOROUGH EARLY COLLEGE SCHOOL
K,21,525,EDWARD R. MURROW HIGH SCHOOL
K,21,540,JOHN DEWEY HIGH SCHOOL
K,21,559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC
K,21,572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUN
K,21,620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI
K,21,690,BROOKLYN STUDIO SECONDARY SCHOOL
K,21,728,LIBERATION DIPLOMA PLUS
K,22,014,J.H.S. 014 SHELL BANK
K,22,052,P.S. 052 SHEEPSHEAD BAY
K,22,078,J.H.S. 078 ROY H. MANN
K,22,109,P.S. 109
K,22,119,P.S. 119 AMERSFORT
K,22,134,P.S. K134
K,22,139,P.S. 139 ALEXINE A. FENTY
K,22,152,SCHOOL OF SCIENCE & TECHNOLOGY
K,22,193,P.S. 193 GIL HODGES
K,22,194,P.S. 194 RAOUL WALLENBERG
K,22,195,P.S. 195 MANHATTAN BEACH
K,22,197,P.S. 197 BROOKLYN
K,22,198,P.S. 198 BROOKLYN
K,22,203,P.S. 203 FLOYD BENNETT
K,22,206,P.S. 206 JOSEPH F LAMB
K,22,207,P.S. 207 ELIZABETH G. LEARY
K,22,217,P.S. 217 COLONEL DAVID MARCUS SCHOOL
K,22,222,P.S. 222 KATHERINE R. SNYDER
K,22,234,J.H.S. 234 ARTHUR W. CUNNINGHAM
K,22,236,P.S. 236 MILL BASIN
K,22,240,ANDRIES HUDDE
K,22,245,P.S. 245
K,22,251,P.S. 251 PAEDERGAT
K,22,254,P.S. 254 DAG HAMMARSKJOLD
K,22,255,P.S. 255 BARBARA REING SCHOOL
K,22,269,P.S. 269 NOSTRAND
K,22,277,P.S. 277 GERRITSEN BEACH
K,22,278,J.H.S. 278 MARINE PARK
K,22,312,P.S. 312 BERGEN BEACH
K,22,315,P.S. K315
K,22,326,P.S. 326
K,22,361,P.S. 361
K,22,381,I. S. 381
K,22,405,MIDWOOD HIGH SCHOOL
K,22,425,JAMES MADISON HIGH SCHOOL
K,22,495,SHEEPSHEAD BAY HIGH SCHOOL
K,22,535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES
K,22,555,BROOKLYN COLLEGE ACADEMY
K,23,041,P.S. 041 FRANCIS WHITE
K,23,073,P.S. 073 THOMAS S. BOYLAND
K,23,137,P.S. 137 RACHEL JEAN MITCHELL
K,23,150,P.S. 150 CHRISTOPHER
K,23,155,P.S. 155 NICHOLAS HERKIMER
K,23,156,P.S. 156 WAVERLY
K,23,165,P.S. 165 IDA POSNER
K,23,178,P.S. 178 SAINT CLAIR MCKELWAY
K,23,184,P.S. 184 NEWPORT
K,23,284,P.S. 284 LEW WALLACE
K,23,298,P.S. 298 DR. BETTY SHABAZZ
K,23,323,P.S./I.S. 323
K,23,327,P.S. 327 DR. ROSE B. ENGLISH
K,23,332,P.S. 332 CHARLES H. HOUSTON
K,23,392,I.S. 392
K,23,493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCH
K,23,514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL
K,23,518,KAPPA V
K,23,522,MOTT HALL IV
K,23,631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE
K,23,634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE
K,23,643,Brooklyn Democracy Academy
K,23,644,THE EAGLE ACADEMY FOR YOUNG MEN AT OCEAN HILL
K,23,645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY & LAW
K,23,646,ASPIRATIONS DIPLOMA PLUS
K,23,647,METROPOLITAN DIPLOMA PLUS
K,23,697,TEACHERS PREPARATORY HIGH SCHOOL
Q,24,005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE
Q,24,007,P.S. 007 LOUIS F. SIMEONE
Q,24,012,P.S. 012 JAMES B. COLGATE
Q,24,013,P.S. 013 CLEMENT C. MOORE
Q,24,014,P.S. 014 FAIRVIEW
Q,24,016,P.S. Q016
Q,24,019,P.S. 019 MARINO JEANTET
Q,24,028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILD
Q,24,049,P.S. 049 DOROTHY BONAWIT KOLE
Q,24,058,P.S. 58 - SCHOOL OF HEROES
Q,24,061,I.S. 061 LEONARDO DA VINCI
Q,24,068,P.S. 068 CAMBRIDGE
Q,24,071,P.S. 071 FOREST
Q,24,073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDI
Q,24,077,I.S. 077
Q,24,081,P.S. 081 JEAN PAUL RICHTER
